Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP ,RRS,NSPIN
06/06/2022,20:00,N,4.84,25.54,25.54,30.85
06/06/2022,21:00,N,4.17,13.26,13.76,18.14
06/06/2022,22:00,N,5,5.11,4.21,16.15
06/06/2022,23:00,N,8,8,3,5
06/06/2022,24:00,N,12.01,5.21,2.02,3.01
06/07/2022,01:00,N,7.11,3.91,1.2,1.19
06/07/2022,02:00,N,7.01,2.01,1.2,1.09
06/07/2022,03:00,N,7.01,2,1,1
06/07/2022,04:00,N,4,2.59,1,1
06/07/2022,05:00,N,4.91,3.51,1,1
06/07/2022,06:00,N,7.01,6.31,1,1
06/07/2022,07:00,N,8,10.1,1.15,4.38
06/07/2022,08:00,N,9.59,9.59,1.15,4.38
06/07/2022,09:00,N,15,16.85,1.2,4.38
06/07/2022,10:00,N,32.15,32.15,4.02,7.55
06/07/2022,11:00,N,8,17.29,8.4,19.3
06/07/2022,12:00,N,0.95,15.95,15.74,19.3
06/07/2022,13:00,N,1.24,23.19,15.39,17.39
06/07/2022,14:00,N,3.5,45.55,35.15,32.6
06/07/2022,15:00,N,5.08,58.15,58.17,42.45
06/07/2022,16:00,N,9.22,71.95,78.02,72.42
06/07/2022,17:00,N,7.07,77.03,85,85
06/07/2022,18:00,N,6.43,59.22,63.01,59.22
06/07/2022,19:00,N,7.21,37.23,37.23,37.23
06/07/2022,20:00,N,3.5,27.5,27.5,27.5
06/07/2022,21:00,N,5.19,10.2,11.84,15.36
06/07/2022,22:00,N,5.14,5.14,4.21,7.42
06/07/2022,23:00,N,12.01,12.01,3.3,3.7
06/07/2022,24:00,N,8,4.94,3.3,2.72
06/08/2022,01:00,N,7.01,5,4.11,1.19
06/08/2022,02:00,N,4.69,1.5,1.5,1.7
06/08/2022,03:00,N,5,2.01,1.41,0.99
06/08/2022,04:00,N,4,2.59,1.5,0.99
06/08/2022,05:00,N,4,3.51,2,0.99
06/08/2022,06:00,N,4,4,2,1
06/08/2022,07:00,N,5,5,3.13,4.43
06/08/2022,08:00,N,5.11,5.11,4.01,4.99
06/08/2022,09:00,N,7.01,7.01,4.11,4.9
06/08/2022,10:00,N,8,16.04,4.11,7
06/08/2022,11:00,N,7,16.72,15.3,18.47
06/08/2022,12:00,N,0.21,17.09,16.69,13.66
06/08/2022,13:00,N,0.72,29.12,29.12,16.78
06/08/2022,14:00,N,3.5,34.92,34.94,24.25
06/08/2022,15:00,N,4.88,47.54,51.34,32.2
06/08/2022,16:00,N,7.16,51.15,59.16,49.92
06/08/2022,17:00,N,6.76,54.71,62.68,56.24
06/08/2022,18:00,N,6.2,40.74,48.75,42.97
06/08/2022,19:00,N,7.01,32.24,32.26,33.9
06/08/2022,20:00,N,3.5,20.98,21.48,21.48
06/08/2022,21:00,N,5.29,8.02,15.62,16.15
06/08/2022,22:00,N,5,5.21,5.23,13.15
06/08/2022,23:00,N,6.01,6.01,4.01,6.01
06/08/2022,24:00,N,6.98,5,4.01,3.2
06/09/2022,01:00,N,5,1.1,4.01,1.7
06/09/2022,02:00,N,4,0.01,1.15,1.7
06/09/2022,03:00,N,4,0.01,1.15,1
06/09/2022,04:00,N,2.04,0.49,0.89,1
06/09/2022,05:00,N,1.97,0.99,0.82,1
06/09/2022,06:00,N,1.99,1.7,1.08,1.01
06/09/2022,07:00,N,4.44,4.44,1.62,5
06/09/2022,08:00,N,3.05,3.05,3.01,5.01
06/09/2022,09:00,N,3.75,3.51,2.91,5
06/09/2022,10:00,N,8,8,7.93,9.93
06/09/2022,11:00,N,1.26,15.28,15.3,19.3
06/09/2022,12:00,N,1.7,23.6,23.6,23.3
06/09/2022,13:00,N,2.75,37.15,37.15,33.27
06/09/2022,14:00,N,4.06,40.6,50.22,40.6
06/09/2022,15:00,N,7.27,54.4,62.51,41.9
06/09/2022,16:00,N,16.15,54.9,75.9,56.9
06/09/2022,17:00,N,11.56,37.15,58.15,44.94
06/09/2022,18:00,N,10.01,25.15,41.08,33.9
06/09/2022,19:00,N,10.21,19.49,27.46,28.15
06/09/2022,20:00,N,5.37,20.22,28.23,31.41
06/09/2022,21:00,N,7.81,4,25,30.85
06/09/2022,22:00,N,4,1,6.1,16.15
06/09/2022,23:00,N,6.56,1.1,3.3,7.75
06/09/2022,24:00,N,10.21,0.49,2.22,3.2
06/10/2022,01:00,N,8,1,1.15,1.01
06/10/2022,02:00,N,8,0.01,1,1.04
06/10/2022,03:00,N,8,0.01,0.82,0.99
06/10/2022,04:00,N,7.45,0.49,0.82,1
06/10/2022,05:00,N,7,0.99,0.82,0.98
06/10/2022,06:00,N,8,1.1,0.81,0.99
06/10/2022,07:00,N,7,3.05,1.15,3.9
06/10/2022,08:00,N,4.36,2,1.15,3.91
06/10/2022,09:00,N,10,2,1.2,3.9
06/10/2022,10:00,N,10.21,4,3.3,7
06/10/2022,11:00,N,3.5,5.9,5.3,10.1
06/10/2022,12:00,N,0.01,13.03,13.03,13.31
06/10/2022,13:00,N,0.32,36.84,36.86,29.3
06/10/2022,14:00,N,3.57,57.15,63.66,63.6
06/10/2022,15:00,N,5.11,97.15,118.15,93.27
06/10/2022,16:00,N,12.01,160.91,181.91,182.9
06/10/2022,17:00,N,9.2,122.15,230,267.9
06/10/2022,18:00,N,7,122.15,175,182.9
06/10/2022,19:00,N,10.11,67.92,88.92,88.92
06/10/2022,20:00,N,5.4,40.24,61.24,61.24
06/10/2022,21:00,N,4.26,7,63.8,63.8
06/10/2022,22:00,N,10,1.1,16.15,16.15
06/10/2022,23:00,N,10,1.1,4.21,5
06/10/2022,24:00,N,10,0.49,3.3,3.35
06/11/2022,01:00,N,8,1,1.86,1
06/11/2022,02:00,N,5,0.01,1.2,1.01
06/11/2022,03:00,N,4,0.01,1.2,0.97
06/11/2022,04:00,N,7,0.49,1.15,0.98
06/11/2022,05:00,N,2.03,0.99,1.03,0.96
06/11/2022,06:00,N,5,1.1,1.2,0.96
06/11/2022,07:00,N,3.4,1.9,1.3,2.72
06/11/2022,08:00,N,2.7,1.7,1.15,2.72
06/11/2022,09:00,N,8,2,1.15,3
06/11/2022,10:00,N,11.01,4,1.21,4.08
06/11/2022,11:00,N,5,5.3,4.98,10.95
06/11/2022,12:00,N,1.28,11.33,11.33,13.33
06/11/2022,13:00,N,1.49,21.3,21.3,21.3
06/11/2022,14:00,N,3.52,31.77,31.8,31.79
06/11/2022,15:00,N,10.4,54.52,62.55,49.01
06/11/2022,16:00,N,12.88,87.15,97.14,87.63
06/11/2022,17:00,N,13.92,75.15,125.74,112.6
06/11/2022,18:00,N,11.09,66.45,74.53,72.9
06/11/2022,19:00,N,12.49,40.03,48.01,48.56
06/11/2022,20:00,N,10.95,13.4,34.39,36.04
06/11/2022,21:00,N,7.24,4,20,21.64
06/11/2022,22:00,N,12,1,12.91,19.15
06/11/2022,23:00,N,12,1.1,4,7.01
06/11/2022,24:00,N,12,0.49,3.41,3.5
06/12/2022,01:00,N,8,2.29,2.31,1.15
06/12/2022,02:00,N,7,0.49,2.31,1.01
06/12/2022,03:00,N,5.72,0.99,2.31,0.96
06/12/2022,04:00,N,4,0.99,1.5,0.98
06/12/2022,05:00,N,2.07,0.99,1.2,0.97
06/12/2022,06:00,N,6.46,2.3,1.5,0.97
06/12/2022,07:00,N,7,4,3,4.09
06/12/2022,08:00,N,7,3.8,3,4.01
06/12/2022,09:00,N,8,4,3.2,4.09
06/12/2022,10:00,N,10.11,6.05,3.3,5.88
06/12/2022,11:00,N,9.98,11.48,10,14.8
06/12/2022,12:00,N,7,8.6,8.6,15.3
06/12/2022,13:00,N,0.52,11.86,11.88,22.93
06/12/2022,14:00,N,3.5,29.98,30,28.6
06/12/2022,15:00,N,6.6,40.62,41.12,23.44
06/12/2022,16:00,N,8.46,31.42,39.38,28.15
06/12/2022,17:00,N,9.12,49.01,56.96,33.9
06/12/2022,18:00,N,10.01,47.07,55.11,33.55
06/12/2022,19:00,N,12.5,33.42,34.5,33.55
06/12/2022,20:00,N,7.26,23.11,29.11,30.75
06/12/2022,21:00,N,3.84,27.07,35,44.54
06/12/2022,22:00,N,10,10,11.49,20
06/12/2022,23:00,N,10,3.45,3.3,11.15
06/12/2022,24:00,N,10.01,0.49,2.6,3.35
06/13/2022,01:00,N,8,2.6,2,1.85
06/13/2022,02:00,N,7.01,0.99,2,1.2
06/13/2022,03:00,N,6.68,2.02,2,0.97
06/13/2022,04:00,N,4,2.8,2,0.97
06/13/2022,05:00,N,2.99,1.99,1.5,1
06/13/2022,06:00,N,4,3.51,1.5,1
06/13/2022,07:00,N,5.5,4,2.62,4.75
06/13/2022,08:00,N,6.57,4,3.2,4.64
06/13/2022,09:00,N,8,4.61,4.01,4.09
06/13/2022,10:00,N,12.01,10.51,5,9.15
06/13/2022,11:00,N,9.87,17.87,9.89,23.3
06/13/2022,12:00,N,6.68,8.7,8.21,20
06/13/2022,13:00,N,0.9,5.03,6.7,21.3
06/13/2022,14:00,N,5,14.13,17.08,33
06/13/2022,15:00,N,5.7,31.69,31.71,30.85
06/13/2022,16:00,N,7.01,44.52,49.02,33
06/13/2022,17:00,N,10.84,42.02,50.11,33.9
06/13/2022,18:00,N,13.14,24.14,32.18,33
06/13/2022,19:00,N,21.78,21.78,24.55,33
06/13/2022,20:00,N,7.01,10.53,18.52,27.43
06/13/2022,21:00,N,4.35,4,25,34.76
06/13/2022,22:00,N,7.21,3.51,6.16,20
06/13/2022,23:00,N,9.43,2.04,1.83,12.12
06/13/2022,24:00,N,14,0.99,1.5,3.5
06/14/2022,01:00,N,7,2.25,2,1.85
06/14/2022,02:00,N,7,0.99,2,1.5
06/14/2022,03:00,N,5.31,1.1,2,0.98
06/14/2022,04:00,N,4.22,2.8,2,0.98
06/14/2022,05:00,N,3.62,2.62,2,0.99
06/14/2022,06:00,N,4.13,4.01,2,0.99
06/14/2022,07:00,N,5.01,4.01,3.41,4.75
06/14/2022,08:00,N,7,6.05,5.6,5.6
06/14/2022,09:00,N,8,7.25,6.45,6.45
06/14/2022,10:00,N,20.3,20.3,8.3,8.3
06/14/2022,11:00,N,8,18.62,15.3,18.44
06/14/2022,12:00,N,0.01,12.56,9.63,15.31
06/14/2022,13:00,N,0.01,15.81,14.83,18.63
06/14/2022,14:00,N,7,26.27,26.36,31.15
06/14/2022,15:00,N,5.11,32.52,32.52,22.15
06/14/2022,16:00,N,6.19,31.12,31.12,31.9
06/14/2022,17:00,N,6.63,21.93,29.9,31.9
06/14/2022,18:00,N,9.46,13.99,22.06,26.06
06/14/2022,19:00,N,12.11,12.11,20.06,24.85
06/14/2022,20:00,N,5,6.17,14.19,20.08
06/14/2022,21:00,N,6.96,4,14.93,20
06/14/2022,22:00,N,6.1,3.61,5.83,13.15
06/14/2022,23:00,N,10,4.99,5.01,7.75
06/14/2022,24:00,N,10,0.99,3.3,3.8
06/15/2022,01:00,N,4.27,3.77,3.75,1.85
06/15/2022,02:00,N,4.01,3.51,3.55,1.5
06/15/2022,03:00,N,4,3.51,3.51,1
06/15/2022,04:00,N,3.95,3.95,3.55,0.98
06/15/2022,05:00,N,3.57,3.57,3.55,1
06/15/2022,06:00,N,5.17,5.17,4.01,1
06/15/2022,07:00,N,5.01,5.01,5.03,8.15
06/15/2022,08:00,N,5.71,5.71,5.71,9.7
06/15/2022,09:00,N,6.61,6.61,6.01,10
06/15/2022,10:00,N,10.21,10.71,8.36,12.35
06/15/2022,11:00,N,8,13.3,12.7,16.69
06/15/2022,12:00,N,7.87,13.83,13.39,17.38
06/15/2022,13:00,N,0.44,16.02,16.01,20
06/15/2022,14:00,N,7.01,24.62,24.69,24.69
06/15/2022,15:00,N,5.62,28.1,30.5,20.5
06/15/2022,16:00,N,6.56,8.32,28.9,28.9
06/15/2022,17:00,N,7.78,13.86,34.86,34.86
06/15/2022,18:00,N,7.82,8.32,28.9,28.9
06/15/2022,19:00,N,17.82,18.43,22.75,24.68
06/15/2022,20:00,N,5.33,11.99,20,20.5
06/15/2022,21:00,N,4.72,4.11,15.32,15.32
06/15/2022,22:00,N,10,10,12.12,18.01
06/15/2022,23:00,N,7.01,6.4,5,10.4
06/15/2022,24:00,N,8,4.7,3.9,3.9
06/16/2022,01:00,N,5.13,4.63,3.83,1.85
06/16/2022,02:00,N,4,3.39,3.39,1.58
06/16/2022,03:00,N,4,3.41,3.21,1
06/16/2022,04:00,N,3.21,3.21,3.01,1
06/16/2022,05:00,N,3.05,3.05,2.85,1
06/16/2022,06:00,N,5.63,5.63,3.42,1.01
06/16/2022,07:00,N,5.75,5.75,5.75,5.75
06/16/2022,08:00,N,5.75,5.75,5.75,5.75
06/16/2022,09:00,N,4.9,4.9,4.5,4.5
06/16/2022,10:00,N,8,8,6.3,8.3
06/16/2022,11:00,N,8,12.21,12.21,17
06/16/2022,12:00,N,0.82,13.98,13.98,18.57
06/16/2022,13:00,N,1.46,21.7,24.54,25
06/16/2022,14:00,N,3.5,34.4,40.11,44.9
06/16/2022,15:00,N,4.91,36.59,40.1,26.2
06/16/2022,16:00,N,6.17,28.97,40,31.9
06/16/2022,17:00,N,7.01,37.62,48.64,31.9
06/16/2022,18:00,N,10.01,25.62,36.67,26.73
06/16/2022,19:00,N,15.01,24.35,24.85,24.85
06/16/2022,20:00,N,4.95,18.18,26.18,27.82
06/16/2022,21:00,N,4.71,5.34,26.34,26.2
06/16/2022,22:00,N,10,10.5,20,20
06/16/2022,23:00,N,7.8,7.3,6.5,6.5
06/16/2022,24:00,N,8.03,5.81,5.21,3.35
06/17/2022,01:00,N,4,3.05,1.5,1.85
06/17/2022,02:00,N,4,1.58,1.41,1.5
06/17/2022,03:00,N,2.5,1.2,1.2,1
06/17/2022,04:00,N,2.01,1.7,1.2,1
06/17/2022,05:00,N,2.03,1.7,1.2,1
06/17/2022,06:00,N,2.01,2.01,1.3,1.04
06/17/2022,07:00,N,3.02,3.52,3,3.94
06/17/2022,08:00,N,2.9,3.4,3,5.6
06/17/2022,09:00,N,3.5,4,4,7.44
06/17/2022,10:00,N,8,8.74,7,9.15
06/17/2022,11:00,N,0.01,16.41,15.3,20
06/17/2022,12:00,N,0.2,25.39,25,25
06/17/2022,13:00,N,0.85,70.79,70.79,70.79
06/17/2022,14:00,N,2.53,170.15,170.15,172.82
06/17/2022,15:00,N,5.86,82.34,82.36,66.9
06/17/2022,16:00,N,8.27,76.9,76.9,66.9
06/17/2022,17:00,N,8.6,84.94,86.71,66.9
06/17/2022,18:00,N,7.29,45,45,31.9
06/17/2022,19:00,N,10.01,31.9,31.9,31.9
06/17/2022,20:00,N,4.72,19.16,19.16,19.16
06/17/2022,21:00,N,7.64,7.64,15,14.34
06/17/2022,22:00,N,10,11.65,13.03,15.6
06/17/2022,23:00,N,10,9.5,4,5
06/17/2022,24:00,N,10,3.52,3.5,3.65
06/18/2022,01:00,N,4,4,3.21,1.41
06/18/2022,02:00,N,4,3.23,3.21,1.19
06/18/2022,03:00,N,4,3.74,3.21,1
06/18/2022,04:00,N,2.05,2.05,1.5,1
06/18/2022,05:00,N,1.99,1.99,1.5,1
06/18/2022,06:00,N,2.91,2.91,2.02,1
06/18/2022,07:00,N,4,4,3.98,5.6
06/18/2022,08:00,N,3.56,4,3.41,5.41
06/18/2022,09:00,N,4.52,4.52,4.5,6.45
06/18/2022,10:00,N,8,10.8,8.3,8.3
06/18/2022,11:00,N,0.01,13.74,12.37,17
06/18/2022,12:00,N,0.18,24.2,24.11,23.97
06/18/2022,13:00,N,1.01,41.87,41.87,41.87
06/18/2022,14:00,N,2.21,46.49,46.49,48.13
06/18/2022,15:00,N,3.89,42,42,37.11
06/18/2022,16:00,N,4.93,45.72,45.72,45.72
06/18/2022,17:00,N,5.92,45.06,45.06,44.9
06/18/2022,18:00,N,10.01,26.39,26.39,27.55
06/18/2022,19:00,N,4.9,23.11,23.11,24.75
06/18/2022,20:00,N,5,20,20,20.62
06/18/2022,21:00,N,5.32,12.58,17.4,16.15
06/18/2022,22:00,N,6.81,10.35,10.35,11.14
06/18/2022,23:00,N,7.17,7.17,5,7
06/18/2022,24:00,N,5.5,4.01,3.5,3.5
06/19/2022,01:00,N,4,3.26,1.5,2
06/19/2022,02:00,N,3.8,2.3,1.5,1.85
06/19/2022,03:00,N,4,2.91,1.5,1.01
06/19/2022,04:00,N,2.01,2.01,1.21,1.04
06/19/2022,05:00,N,2.04,2.04,1.21,1.01
06/19/2022,06:00,N,2.81,2.81,1.41,1.01
06/19/2022,07:00,N,4,4,3,5
06/19/2022,08:00,N,3.75,4,3,4.75
06/19/2022,09:00,N,4,4,3.2,5.6
06/19/2022,10:00,N,8,9.71,6.04,8.3
06/19/2022,11:00,N,3.5,10.83,8.6,13
06/19/2022,12:00,N,0.5,17.28,16.74,20
06/19/2022,13:00,N,1.51,30.18,28.16,28.16
06/19/2022,14:00,N,3.5,36.89,36.89,37.16
06/19/2022,15:00,N,6.01,23.49,23.1,22.9
06/19/2022,16:00,N,7.01,24.85,24.85,24.85
06/19/2022,17:00,N,8.99,26.2,26.2,26.2
06/19/2022,18:00,N,12,20.52,20.52,22.15
06/19/2022,19:00,N,22.86,24.85,24.85,24.85
06/19/2022,20:00,N,7.25,24.51,24.51,26.2
06/19/2022,21:00,N,6.1,22.04,29.99,29.36
06/19/2022,22:00,N,10.11,14.12,14.12,16.17
06/19/2022,23:00,N,9.9,9.9,4.5,7.75
06/19/2022,24:00,N,10,4.06,3.31,3.65
06/20/2022,01:00,N,4.11,3.61,2.5,1.5
06/20/2022,02:00,N,4,2.6,2,1.19
06/20/2022,03:00,N,4,3,2,1
06/20/2022,04:00,N,2.02,2.01,1.21,1
06/20/2022,05:00,N,1.99,1.99,1.21,1
06/20/2022,06:00,N,3.05,3.05,1.5,1.01
06/20/2022,07:00,N,4,4,3.2,5.22
06/20/2022,08:00,N,4,4,3,5.6
06/20/2022,09:00,N,6.37,6.36,6.36,7
06/20/2022,10:00,N,7.11,7.11,6.51,8
06/20/2022,11:00,N,7.01,13.3,13.3,17
06/20/2022,12:00,N,1.13,18.29,18.31,20.31
06/20/2022,13:00,N,1.54,20.23,23.16,23.16
06/20/2022,14:00,N,3.5,28.18,32.39,37.1
06/20/2022,15:00,N,4.38,45.97,48.83,26.84
06/20/2022,16:00,N,5.48,59.68,59.68,31.9
06/20/2022,17:00,N,7.01,45.86,45.86,27.9
06/20/2022,18:00,N,5.8,29.62,29.62,24.85
06/20/2022,19:00,N,24.57,25.31,25.31,25.1
06/20/2022,20:00,N,5,23.5,23.5,23.5
06/20/2022,21:00,N,4.07,26.41,37.9,27.9
06/20/2022,22:00,N,7.11,25.74,25.74,22.15
06/20/2022,23:00,N,6.85,6.85,5.05,5.05
06/20/2022,24:00,N,10,4,3.4,3.35
06/21/2022,01:00,N,5.05,5.05,4.25,1.59
06/21/2022,02:00,N,4,3,2.96,1.48
06/21/2022,03:00,N,4,3,2.51,1
06/21/2022,04:00,N,2.06,2.06,1.5,1
06/21/2022,05:00,N,1.91,1.91,1.5,1.01
06/21/2022,06:00,N,3.05,3.05,2.3,1.09
06/21/2022,07:00,N,5,5.11,5.09,6.75
06/21/2022,08:00,N,4.64,5.11,5.11,7
06/21/2022,09:00,N,7.01,7.01,7.01,7.01
06/21/2022,10:00,N,8,10.19,10.09,8.3
06/21/2022,11:00,N,1.51,16.64,16.64,12.65
06/21/2022,12:00,N,1.49,28.87,28.87,28.87
06/21/2022,13:00,N,2.2,58.32,58.32,48.32
06/21/2022,14:00,N,4.12,55.08,55.08,42.74
06/21/2022,15:00,N,5.18,56.48,56.48,38.08
06/21/2022,16:00,N,7.06,51.37,51.22,43.88
06/21/2022,17:00,N,7.01,49.57,49.57,46.29
06/21/2022,18:00,N,7.01,36.15,36.15,31.9
06/21/2022,19:00,N,21.51,22.51,22.51,22.51
06/21/2022,20:00,N,5.97,23.5,23.5,23.5
06/21/2022,21:00,N,4.5,21.88,29.02,21.33
06/21/2022,22:00,N,10,17.24,17.24,16.15
06/21/2022,23:00,N,7.11,7.11,5.62,5.62
06/21/2022,24:00,N,8,4.39,3.4,3.14
06/22/2022,01:00,N,4,4,3.25,1.44
06/22/2022,02:00,N,3.51,3.51,3.16,1.15
06/22/2022,03:00,N,3,3,2.5,0.99
06/22/2022,04:00,N,2,2.5,1.94,0.99
06/22/2022,05:00,N,1,2.41,2.01,1
06/22/2022,06:00,N,2.07,4.06,3.16,1
06/22/2022,07:00,N,3.1,5.09,5.09,5
06/22/2022,08:00,N,1.97,5.01,5.01,5.6
06/22/2022,09:00,N,4.46,6.45,6.45,6.45
06/22/2022,10:00,N,2.4,13.15,10.15,8
06/22/2022,11:00,N,2.21,22.24,18.3,14.36
06/22/2022,12:00,N,2.14,45.42,45.03,32
06/22/2022,13:00,N,3.58,63.29,63.29,57
06/22/2022,14:00,N,6.24,90.15,90.15,85.3
06/22/2022,15:00,N,9.17,141.9,141.9,121.34
06/22/2022,16:00,N,12.79,191.68,198.33,180.12
06/22/2022,17:00,N,14.89,207.36,213.13,195.87
06/22/2022,18:00,N,13.56,155.15,165.17,147.18
06/22/2022,19:00,N,12.01,109.28,109.78,102.45
06/22/2022,20:00,N,11.28,131.67,139.78,126.9
06/22/2022,21:00,N,11.47,88.8,106.84,99.41
06/22/2022,22:00,N,10,31.9,33.84,31.9
06/22/2022,23:00,N,7.11,7.75,7.75,7.75
06/22/2022,24:00,N,4.4,3.66,3.16,3.05
06/23/2022,01:00,N,4,1.95,1.5,1
06/23/2022,02:00,N,4,1.5,1.5,1
06/23/2022,03:00,N,4,1.5,1.5,0.98
06/23/2022,04:00,N,3,1.8,1.15,0.98
06/23/2022,05:00,N,2.07,1.9,1.3,0.99
06/23/2022,06:00,N,2.29,2.29,1.39,1
06/23/2022,07:00,N,4.75,4,2.5,2.5
06/23/2022,08:00,N,3.63,3.63,2.58,2.58
06/23/2022,09:00,N,4,4,2.72,2.72
06/23/2022,10:00,N,5.64,10.68,4.15,3.14
06/23/2022,11:00,N,4.49,23.94,19.62,11.75
06/23/2022,12:00,N,4.56,56.15,55.76,48.07
06/23/2022,13:00,N,7.17,109.75,109.75,109.75
06/23/2022,14:00,N,11.53,187.98,187.98,182.42
06/23/2022,15:00,N,17.42,326.3,329.31,306.92
06/23/2022,16:00,N,30.02,437.89,448.91,450.91
06/23/2022,17:00,N,38.09,426.16,445.15,496.72
06/23/2022,18:00,N,29.57,319.21,338.16,338.66
06/23/2022,19:00,N,25.42,200.82,211.84,204.5
06/23/2022,20:00,N,25,211.87,230.85,222.84
06/23/2022,21:00,N,20.07,72.89,91.9,91.9
06/23/2022,22:00,N,11.52,29.76,31.89,31.9
06/23/2022,23:00,N,7.01,4.72,4.42,5.05
06/23/2022,24:00,N,10,2.86,2.86,2.86
06/24/2022,01:00,N,4,4,3.2,1
06/24/2022,02:00,N,3.42,3.2,3.2,1
06/24/2022,03:00,N,2.52,2.52,2.5,0.97
06/24/2022,04:00,N,2,2.01,1.67,0.96
06/24/2022,05:00,N,1.06,2.06,2.04,0.96
06/24/2022,06:00,N,2,2.74,2.5,0.96
06/24/2022,07:00,N,4,4,3.2,2.72
06/24/2022,08:00,N,3.96,3.96,3.21,3
06/24/2022,09:00,N,3.51,3.51,3.21,3.21
06/24/2022,10:00,N,6.18,6.18,4.69,4.69
06/24/2022,11:00,N,5.33,16.98,15.15,15.15
06/24/2022,12:00,N,5.31,21.96,21.81,23.45
06/24/2022,13:00,N,7.94,33.25,30.21,30.21
06/24/2022,14:00,N,10.48,54.95,54.95,55
06/24/2022,15:00,N,14.66,165.15,165.15,147.77
06/24/2022,16:00,N,15.59,181.4,181.4,181.9
06/24/2022,17:00,N,16.46,115.74,115.74,115.74
06/24/2022,18:00,N,14.8,84.82,84.82,84.82
06/24/2022,19:00,N,17.32,45,45,45
06/24/2022,20:00,N,14.33,31.9,31.9,31.9
06/24/2022,21:00,N,15.18,16.75,24.79,24.79
06/24/2022,22:00,N,10,11.09,11.09,12
06/24/2022,23:00,N,5.71,5.71,3.72,3.01
06/24/2022,24:00,N,10,3.81,3.31,2.72
06/25/2022,01:00,N,4,3.5,2.5,1.01
06/25/2022,02:00,N,3.5,2.52,2.5,1.01
06/25/2022,03:00,N,3.5,2.5,2.02,0.98
06/25/2022,04:00,N,2.06,1.9,1.15,1
06/25/2022,05:00,N,2.04,1.9,1.15,1
06/25/2022,06:00,N,2.15,2.15,1.15,1
06/25/2022,07:00,N,3.25,3.25,2.5,2.72
06/25/2022,08:00,N,3.24,3.24,2.5,2.72
06/25/2022,09:00,N,4,4,3,3
06/25/2022,10:00,N,5,4.06,3.31,3.31
06/25/2022,11:00,N,1.55,6.59,6.59,8.98
06/25/2022,12:00,N,1.58,13.67,12.48,13
06/25/2022,13:00,N,2.86,31.71,30.36,32
06/25/2022,14:00,N,4.48,32,32,33.69
06/25/2022,15:00,N,9.44,58.19,55.19,50.7
06/25/2022,16:00,N,10.67,91.9,91.9,91.9
06/25/2022,17:00,N,12.79,91.4,91.4,91.9
06/25/2022,18:00,N,11.11,44.9,44.9,46.9
06/25/2022,19:00,N,15.01,34.91,34.72,35.71
06/25/2022,20:00,N,8.12,25,25,26.66
06/25/2022,21:00,N,6.97,19.54,19.54,20
06/25/2022,22:00,N,9,9.5,9.5,8.98
06/25/2022,23:00,N,4.41,4.41,3.41,4.03
06/25/2022,24:00,N,8,3.7,3.21,2.72
06/26/2022,01:00,N,4,2.99,2.5,1
06/26/2022,02:00,N,3.5,2.12,2.12,1
06/26/2022,03:00,N,2.95,1.45,1.3,0.97
06/26/2022,04:00,N,1.99,1.99,1.2,0.99
06/26/2022,05:00,N,2,2,1.2,0.97
06/26/2022,06:00,N,2.3,2.3,1.3,0.98
06/26/2022,07:00,N,2.94,2.94,2.5,2.72
06/26/2022,08:00,N,2.45,2.45,2.45,2.58
06/26/2022,09:00,N,3.23,3.23,3.21,2.72
06/26/2022,10:00,N,4.54,4.54,3.54,3.54
06/26/2022,11:00,N,2.29,10.58,7.58,8
06/26/2022,12:00,N,2.12,15.15,11.8,11.8
06/26/2022,13:00,N,3.46,35.01,32.12,32
06/26/2022,14:00,N,5.18,26.88,26.08,26.25
06/26/2022,15:00,N,10.52,33.11,32.72,27.9
06/26/2022,16:00,N,11.39,50,50,50
06/26/2022,17:00,N,13.89,46.9,46.9,46.9
06/26/2022,18:00,N,13.44,26.91,26.91,27.9
06/26/2022,19:00,N,16.81,19.16,19.16,21.16
06/26/2022,20:00,N,9.35,16.99,17.01,18.7
06/26/2022,21:00,N,8.34,8.34,13.5,13.56
06/26/2022,22:00,N,8.19,8.69,8.69,10.15
06/26/2022,23:00,N,7,7,3.31,2
06/26/2022,24:00,N,8,4.01,3.31,2
06/27/2022,01:00,N,4,2,1.5,1.03
06/27/2022,02:00,N,3.5,1.15,1.15,1.01
06/27/2022,03:00,N,2.65,1,1.15,0.96
06/27/2022,04:00,N,1.99,1.66,1.01,0.98
06/27/2022,05:00,N,1.86,1.86,1,1
06/27/2022,06:00,N,1.97,1.97,1.15,1
06/27/2022,07:00,N,2.9,2.9,1.5,2.72
06/27/2022,08:00,N,2.97,3.47,2.69,2.99
06/27/2022,09:00,N,3.8,3.8,3.05,3.05
06/27/2022,10:00,N,4,5.01,4,4
06/27/2022,11:00,N,2.32,12.65,12.63,8.98
06/27/2022,12:00,N,2.49,18.01,13.5,15.2
06/27/2022,13:00,N,3.54,29.68,26.68,26.68
06/27/2022,14:00,N,5.02,27.83,24.83,23.02
06/27/2022,15:00,N,10.51,32.65,29.65,22.76
06/27/2022,16:00,N,12.84,40,40,37.85
06/27/2022,17:00,N,12.73,40,40,40
06/27/2022,18:00,N,12.01,22.85,22.85,22.85
06/27/2022,19:00,N,15,16.64,16.49,18.13
06/27/2022,20:00,N,8.41,18.89,18.89,20
